Curso;Unidade de execução;Turno;Turma;Inscritos no turno;Dia da Semana;Início;Fim;Dia;Características da sala pedida para a aula;Sala da aula;Lotação;Características reais da sala
METI, MEI;Segurança em Redes e Sistemas de Informação;00010TP05;METI-A1;27;Qui;09:30:00;12:30:00;24/11/2022;Sala Aulas Mestrado;C6.02;40;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
METI, MEI;Segurança em Redes e Sistemas de Informação;00010TP05;METI-A1;27;Seg;08:00:00;11:00:00;19/09/2022;Sala Aulas Mestrado;D1.07;27;BYOD (Bring Your Own Device), Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
METI, MEI;Segurança em Redes e Sistemas de Informação;00010TP05;METI-A1;27;Qua;14:00:00;18:00:00;14/12/2022;Sala Aulas Mestrado;AA3.30;24;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
METI, MEI;Segurança em Redes e Sistemas de Informação;00010TP05;METI-A1;27;Qua;14:00:00;16:00:00;21/09/2022;Sala Aulas Mestrado;D1.04;23;Horário sala visível portal público, Laboratório de Informática
MEInt;Antropologia, Cidadania e Direitos Humanos;02073TP04;MEIA3;34;Qua;17:30:00;19:00:00;12/10/2022;Sala Aulas Mestrado;Auditório Silva Leal;54;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MEInt;Antropologia, Cidadania e Direitos Humanos;02073TP04;MEIA3;34;Sáb;20:30:00;22:30:00;26/11/2022;Sala Aulas Mestrado;AA3.26;30;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MEInt;Antropologia, Cidadania e Direitos Humanos;02073TP04;MEIA3;34;Sex;10:30:00;12:00:00;02/12/2022;Sala Aulas Mestrado;C6.10;84;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MEInt;Antropologia, Cidadania e Direitos Humanos;02073TP04;MEIA3;34;Sáb;09:00:00;11:00:00;24/09/2022;Sala Aulas Mestrado;C4.02;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MEInt;Antropologia, Cidadania e Direitos Humanos;02073TP04;MEIA3;34;Seg;08:30:00;13:30:00;05/12/2022;Sala Aulas Mestrado;0S01;41;Horário sala visível portal público, Laboratório de Informática
MEInt;Antropologia, Cidadania e Direitos Humanos;02073TP04;MEIA3;34;Sáb;10:00:00;13:00:00;10/09/2022;Sala Aulas Mestrado;AA3.40;32;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MEInt;Antropologia, Cidadania e Direitos Humanos;02073TP04;MEIA3;34;Sex;20:30:00;22:00:00;30/09/2022;Sala Aulas Mestrado;Auditório 0NE02-Caiano Pereira;89;Anfiteatro aulas, Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MEInt;Antropologia, Cidadania e Direitos Humanos;02073TP04;MEIA3;34;Sex;15:30:00;17:30:00;16/12/2022;Sala Aulas Mestrado;AA2.24;30;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MEInt;Antropologia, Cidadania e Direitos Humanos;02073TP04;MEIA3;34;Seg;08:00:00;12:30:00;24/10/2022;Sala Aulas Mestrado;Auditório 1;129;Anfiteatro aulas, Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MEInt;Antropologia, Cidadania e Direitos Humanos;02073TP04;MEIA3;34;Qui;16:00:00;18:00:00;12/01/2023;Sala Aulas Mestrado;D1.10;20;Horário sala visível portal público, Laboratório de Informática
MPSO;Desenvolvimento de Competências Profissionais;M8219PL02;MPSO-A2;39;Qui;19:00:00;20:30:00;13/10/2022;Sala de Aulas normal;AA2.26;38;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MPSO;Desenvolvimento de Competências Profissionais;M8219PL02;MPSO-A2;39;Seg;16:00:00;17:30:00;14/11/2022;Sala de Aulas normal;D1.12;27;Horário sala visível portal público, Laboratório de Informática
MPSO;Desenvolvimento de Competências Profissionais;M8219PL02;MPSO-A2;39;Sáb;08:00:00;11:00:00;12/11/2022;Sala de Aulas normal;C6.07;56;BYOD (Bring Your Own Device), Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MMF;Teoria da Medida;M8337TP02;MMFA1;26;Seg;14:00:00;18:00:00;07/11/2022;Sala Aulas Mestrado;Auditório B2.03;180;Horário sala visível portal público, videoconferencia
MMF;Teoria da Medida;M8337TP02;MMFA1;26;Seg;19:00:00;20:30:00;05/12/2022;Sala Aulas Mestrado;D1.03;20;Horário sala visível portal público, Laboratório de Informática
MMF;Teoria da Medida;M8337TP02;MMFA1;26;Qua;15:00:00;16:30:00;07/09/2022;Sala Aulas Mestrado;B3.04;60;Arq 4, Horário sala visível portal público, Sala de Arquitectura
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Seg;14:00:00;15:30:00;05/09/2022;Sala Aulas Mestrado;Auditório C1.04;60;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Sáb;20:30:00;22:00:00;17/12/2022;Sala Aulas Mestrado;Auditório 0NE02-Caiano Pereira;89;Anfiteatro aulas, Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Ter;17:00:00;19:00:00;22/11/2022;Sala Aulas Mestrado;1,00E+02;50;Horário sala visível portal público, Sala de Aulas normal
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Sáb;14:00:00;15:30:00;05/11/2022;Sala Aulas Mestrado;Auditório 0NE01;72;Anfiteatro aulas, Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Sex;20:00:00;21:30:00;18/11/2022;Sala Aulas Mestrado;1,00E+07;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Seg;18:00:00;20:00:00;14/11/2022;Sala Aulas Mestrado;AA2.24;30;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Qui;08:30:00;13:30:00;10/11/2022;Sala Aulas Mestrado;2,00E+04;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Seg;11:00:00;14:00:00;28/11/2022;Sala Aulas Mestrado;B3.05;60;Arq 5, Arq 9, Horário sala visível portal público, Sala de Arquitectura
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Ter;15:30:00;17:30:00;15/11/2022;Sala Aulas Mestrado;Auditório C1.03;70;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Sex;14:00:00;16:00:00;14/10/2022;Sala Aulas Mestrado;D1.02;27;Horário sala visível portal público, Laboratório de Informática
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Qui;14:00:00;15:30:00;20/10/2022;Sala Aulas Mestrado;C4.05;32;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Sáb;08:30:00;12:30:00;10/09/2022;Sala Aulas Mestrado;B3.05;60;Arq 5, Arq 9, Horário sala visível portal público, Sala de Arquitectura
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Qui;16:00:00;18:00:00;15/09/2022;Sala Aulas Mestrado;AA3.40;32;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Sex;13:30:00;15:30:00;16/09/2022;Sala Aulas Mestrado;C4.02;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Qua;18:30:00;20:30:00;14/09/2022;Sala Aulas Mestrado;AA3.40;32;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Seg;09:00:00;11:00:00;12/09/2022;Sala Aulas Mestrado;1,00E+06;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Sex;20:00:00;22:00:00;14/10/2022;Sala Aulas Mestrado;C5.02;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Seg;15:30:00;17:30:00;07/11/2022;Sala Aulas Mestrado;B2.02;52;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Sáb;09:00:00;13:00:00;05/11/2022;Sala Aulas Mestrado;2,00E+08;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MGRHCO;Gestão Estratégica e Internacional de Recursos Humanos;03350TP01;MGRHCOA4, MGRHCOA3;44;Qua;13:00:00;15:00:00;14/12/2022;Sala Aulas Mestrado;AA3.29;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MMA;Fundamentos de Gestão (6ects);FdGTP01;MMAA1;34;Sáb;14:30:00;16:00:00;19/11/2022;Sala Aulas Mestrado;B3.06;60;Arq 6, Horário sala visível portal público, Sala de Arquitectura
MMA;Fundamentos de Gestão (6ects);FdGTP01;MMAA1;34;Ter;16:00:00;18:00:00;08/11/2022;Sala Aulas Mestrado;C5.02;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MMA;Fundamentos de Gestão (6ects);FdGTP01;MMAA1;34;Seg;16:30:00;18:00:00;19/09/2022;Sala Aulas Mestrado;1,00E+10;48;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MMA;Fundamentos de Gestão (6ects);FdGTP01;MMAA1;34;Ter;14:00:00;18:00:00;08/11/2022;Sala Aulas Mestrado;AA2.29;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MMA;Fundamentos de Gestão (6ects);FdGTP01;MMAA1;34;Sáb;13:00:00;16:00:00;22/10/2022;Sala Aulas Mestrado;AA2.26;38;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MMA;Fundamentos de Gestão (6ects);FdGTP01;MMAA1;34;Seg;17:00:00;20:00:00;28/11/2022;Sala Aulas Mestrado;D1.07;27;BYOD (Bring Your Own Device), Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MMA;Fundamentos de Gestão (6ects);FdGTP01;MMAA1;34;Sex;16:00:00;20:00:00;21/10/2022;Sala Aulas Mestrado;1,00E+07;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MMA;Fundamentos de Gestão (6ects);FdGTP01;MMAA1;34;Seg;18:00:00;20:00:00;12/12/2022;Sala Aulas Mestrado;B3.06;60;Arq 6, Horário sala visível portal público, Sala de Arquitectura
MMA;Fundamentos de Gestão (6ects);FdGTP01;MMAA1;34;Qua;09:00:00;13:00:00;14/12/2022;Sala Aulas Mestrado;Auditório B2.04;192;Anfiteatro aulas, Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MG;Planeamento e Inovação em Marketing;01784TP08;MGA4;44;Qua;14:00:00;17:00:00;07/09/2022;Sala Aulas Mestrado;0S02;41;Horário sala visível portal público, Laboratório de Informática
MG;Planeamento e Inovação em Marketing;01784TP08;MGA4;44;Ter;09:30:00;11:00:00;13/09/2022;Sala Aulas Mestrado;B3.05;60;Arq 5, Arq 9, Horário sala visível portal público, Sala de Arquitectura
MG;Planeamento e Inovação em Marketing;01784TP08;MGA4;44;Qua;14:30:00;16:00:00;07/12/2022;Sala Aulas Mestrado;C4.07;68;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MG;Planeamento e Inovação em Marketing;01784TP08;MGA4;44;Sáb;15:30:00;17:30:00;01/10/2022;Sala Aulas Mestrado;C6.08;56;BYOD (Bring Your Own Device), Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MG;Planeamento e Inovação em Marketing;01784TP08;MGA4;44;Seg;12:30:00;14:00:00;28/11/2022;Sala Aulas Mestrado;C5.08;60;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MG;Planeamento e Inovação em Marketing;01784TP08;MGA4;44;Sáb;13:30:00;15:00:00;03/09/2022;Sala Aulas Mestrado;C4.07;68;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MG;Planeamento e Inovação em Marketing;01784TP08;MGA4;44;Qui;18:00:00;19:00:00;13/10/2022;Sala Aulas Mestrado;AA3.29;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MG;Planeamento e Inovação em Marketing;01784TP08;MGA4;44;Ter;09:00:00;12:00:00;15/11/2022;Sala Aulas Mestrado;Auditório 0NE01;72;Anfiteatro aulas, Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MG;Planeamento e Inovação em Marketing;01784TP08;MGA4;44;Ter;15:30:00;17:00:00;27/09/2022;Sala Aulas Mestrado;AA2.28;30;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MG;Planeamento e Inovação em Marketing;01784TP08;MGA4;44;Sáb;11:00:00;13:00:00;26/11/2022;Sala Aulas Mestrado;D1.10;20;Horário sala visível portal público, Laboratório de Informática
MEInt;Nacionalismo e Etnicidade no Sistema Internacional;M8301TP02;MEIA1;31;Qui;13:30:00;15:30:00;17/11/2022;Sala Aulas Mestrado;1,00E+05;52;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MEInt;Nacionalismo e Etnicidade no Sistema Internacional;M8301TP02;MEIA1;31;Qui;09:30:00;12:30:00;27/10/2022;Sala Aulas Mestrado;AA3.23;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MEInt;Nacionalismo e Etnicidade no Sistema Internacional;M8301TP02;MEIA1;31;Sex;18:00:00;21:00:00;28/10/2022;Sala Aulas Mestrado;Auditório C1.03;70;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MEInt;Nacionalismo e Etnicidade no Sistema Internacional;M8301TP02;MEIA1;31;Qua;18:00:00;21:00:00;02/11/2022;Sala Aulas Mestrado;AA3.23;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MEInt;Nacionalismo e Etnicidade no Sistema Internacional;M8301TP02;MEIA1;31;Sex;20:30:00;22:30:00;14/10/2022;Sala Aulas Mestrado;D1.02;27;Horário sala visível portal público, Laboratório de Informática
MEInt;Nacionalismo e Etnicidade no Sistema Internacional;M8301TP02;MEIA1;31;Sáb;17:30:00;19:00:00;10/09/2022;Sala Aulas Mestrado;C4.02;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MEInt;Nacionalismo e Etnicidade no Sistema Internacional;M8301TP02;MEIA1;31;Seg;09:00:00;11:00:00;26/09/2022;Sala Aulas Mestrado;1,00E+07;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MEInt;Nacionalismo e Etnicidade no Sistema Internacional;M8301TP02;MEIA1;31;Sáb;09:30:00;12:30:00;26/11/2022;Sala Aulas Mestrado;C4.06;70;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MEInt;Nacionalismo e Etnicidade no Sistema Internacional;M8301TP02;MEIA1;31;Sáb;16:00:00;17:30:00;08/10/2022;Sala Aulas Mestrado;AA3.28;48;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MEA;Diásporas Africanas, Migrações e Direitos;DAMDTP01;MEAA1;62;Seg;16:00:00;17:30:00;31/10/2022;Sala de Aulas normal;2,00E+05;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MEA;Diásporas Africanas, Migrações e Direitos;DAMDTP01;MEAA1;62;Sex;09:30:00;11:00:00;30/09/2022;Sala de Aulas normal;1,00E+10;48;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MEA;Diásporas Africanas, Migrações e Direitos;DAMDTP01;MEAA1;62;Sex;12:00:00;13:30:00;09/12/2022;Sala Aulas Mestrado;AA3.30;24;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MEA;Diásporas Africanas, Migrações e Direitos;DAMDTP01;MEAA1;62;Qua;11:00:00;14:00:00;09/11/2022;Sala Aulas Mestrado;C5.09;60;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MEA;Diásporas Africanas, Migrações e Direitos;DAMDTP01;MEAA1;62;Qua;20:00:00;22:00:00;14/09/2022;Sala Aulas Mestrado;AA2.25;38;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MEA;Diásporas Africanas, Migrações e Direitos;DAMDTP01;MEAA1;62;Seg;14:00:00;15:30:00;26/09/2022;Sala Aulas Mestrado;C4.02;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MEA;Diásporas Africanas, Migrações e Direitos;DAMDTP01;MEAA1;62;Sáb;13:00:00;15:00:00;03/09/2022;Sala Aulas Mestrado;Auditório 1;129;Anfiteatro aulas, Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MEA;Diásporas Africanas, Migrações e Direitos;DAMDTP01;MEAA1;62;Ter;09:00:00;12:00:00;15/11/2022;Sala Aulas Mestrado;AA3.40;32;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MEA;Diásporas Africanas, Migrações e Direitos;DAMDTP01;MEAA1;62;Qui;17:00:00;20:00:00;17/11/2022;Sala Aulas Mestrado;C4.08;60;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MCCTI;Redes Sociais Online;01730TP02;MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2;46;Ter;15:30:00;17:30:00;15/11/2022;Sala Aulas Mestrado;AA3.30;24;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MCCTI;Redes Sociais Online;01730TP02;MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2;46;Seg;15:00:00;16:30:00;12/09/2022;Sala Aulas Mestrado;Auditório 0NE02-Caiano Pereira;89;Anfiteatro aulas, Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MCCTI;Redes Sociais Online;01730TP02;MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2;46;Sáb;14:00:00;16:00:00;05/11/2022;Sala Aulas Mestrado;B2.01;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MCCTI;Redes Sociais Online;01730TP02;MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2;46;Ter;13:00:00;14:30:00;27/09/2022;Sala Aulas Mestrado;1,00E+02;50;Horário sala visível portal público, Sala de Aulas normal
MCCTI;Redes Sociais Online;01730TP02;MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2;46;Qui;15:30:00;17:00:00;24/11/2022;Sala Aulas Mestrado;B3.02;60;Arq 2, Horário sala visível portal público, Sala de Arquitectura
MCCTI;Redes Sociais Online;01730TP02;MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2;46;Qui;21:00:00;22:30:00;17/11/2022;Sala Aulas Mestrado;B2.01;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MCCTI;Redes Sociais Online;01730TP02;MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2;46;Sex;17:00:00;20:00:00;14/10/2022;Sala Aulas Mestrado;2,00E+05;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MCCTI;Redes Sociais Online;01730TP02;MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2;46;Ter;13:00:00;16:00:00;27/09/2022;Sala Aulas Mestrado;C5.08;60;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MCCTI;Redes Sociais Online;01730TP02;MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2;46;Qui;17:30:00;19:30:00;22/09/2022;Sala Aulas Mestrado;1,00E+02;50;Horário sala visível portal público, Sala de Aulas normal
MCCTI;Redes Sociais Online;01730TP02;MCCTI_A_OPT2, MCCTI-ICR-A1, MCCTI_A2;46;Qui;08:30:00;12:30:00;12/01/2023;Sala Aulas Mestrado;AA2.28;30;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MS;Instituições nas Sociedades Contemporâneas;M8062TP01;MSOCIngA1;46;Sex;13:00:00;14:30:00;02/12/2022;Sala Aulas Mestrado;1,00E+10;48;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MS;Instituições nas Sociedades Contemporâneas;M8062TP01;MSOCIngA1;46;Sáb;18:00:00;19:30:00;12/11/2022;Sala Aulas Mestrado;Auditório Silva Leal;54;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
MS;Instituições nas Sociedades Contemporâneas;M8062TP01;MSOCIngA1;46;Seg;13:00:00;14:30:00;12/12/2022;Sala Aulas Mestrado;C5.08;60;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MS;Instituições nas Sociedades Contemporâneas;M8062TP01;MSOCIngA1;46;Sáb;12:30:00;14:00:00;19/11/2022;Sala Aulas Mestrado;B2.01;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MS;Instituições nas Sociedades Contemporâneas;M8062TP01;MSOCIngA1;46;Ter;08:00:00;11:00:00;27/09/2022;Sala Aulas Mestrado;B2.01;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
METI, MEI;Segurança em Redes e Sistemas de Informação;00010TP07;MEI-A1;39;Sex;08:00:00;11:00:00;23/09/2022;Sala Aulas Mestrado;D1.01;35;Horário sala visível portal público, Laboratório de Informática
METI, MEI;Segurança em Redes e Sistemas de Informação;00010TP07;MEI-A1;39;Sáb;17:00:00;20:00:00;01/10/2022;Sala Aulas Mestrado;C2.02;34;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
METI, MEI;Segurança em Redes e Sistemas de Informação;00010TP07;MEI-A1;39;Sex;21:00:00;22:30:00;21/10/2022;Sala Aulas Mestrado;Auditório 0NE01;72;Anfiteatro aulas, Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
METI, MEI;Segurança em Redes e Sistemas de Informação;00010TP07;MEI-A1;39;Qua;13:30:00;17:30:00;14/09/2022;Sala Aulas Mestrado;0S02;41;Horário sala visível portal público, Laboratório de Informática
METI, MEI;Segurança em Redes e Sistemas de Informação;00010TP07;MEI-A1;39;Sex;16:00:00;20:00:00;09/09/2022;Sala Aulas Mestrado;Auditório 1;129;Anfiteatro aulas, Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
METI, MEI;Segurança em Redes e Sistemas de Informação;00010TP07;MEI-A1;39;Qua;19:30:00;21:00:00;26/10/2022;Sala Aulas Mestrado;AA3.40;32;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
METI, MEI;Segurança em Redes e Sistemas de Informação;00010TP07;MEI-A1;39;Ter;14:30:00;16:00:00;08/11/2022;Sala Aulas Mestrado;C6.08;56;BYOD (Bring Your Own Device), Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
METI, MEI;Segurança em Redes e Sistemas de Informação;00010TP07;MEI-A1;39;Sáb;10:00:00;13:00:00;26/11/2022;Sala Aulas Mestrado;C4.02;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal, videoconferencia
MEEC;Economia Global e Internacionalização das Empresas;M8660TP01;MEECA1;36;Sex;14:30:00;17:30:00;25/11/2022;Sala de Aulas normal;AA3.29;50;Horário sala visível portal público, Sala Aulas Mestrado, Sala Aulas Mestrado Plus, Sala de Aulas normal
